original_index,complaint,entity_type,entity_value,instruction,response
2771,This account was settled in full. It still shows I owe a {$4000.00} balance. I am attaching my letter from XXXX XXXX to validate i owe nothing further on this account. I want this rectified immediately,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""This account was settled in full. It still shows I owe a {$4000.00} balance. I am attaching my letter from XXXX XXXX to validate i owe nothing further on this account. I want this rectified immediately""

Extract the account_type_target:",none
2523,I want for reimbursement for overdraft fees for the past 36 months,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I want for reimbursement for overdraft fees for the past 36 months""

Extract the account_type_target:",none
3620,Can not link my PNC Bank account to numerous XXXX platforms such as XXXX and XXXX.,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Can not link my PNC Bank account to numerous XXXX platforms such as XXXX and XXXX.""

Extract the channel:",online
2949,"I have contacted both Equifax and XXXX  regarding XXXX XXXX Credit Card on both credit reports it is showing late payments for the months ofXX/XX/XXXXandXX/XX/XXXX 
I was not late on those months.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I have contacted both Equifax and XXXX  regarding XXXX XXXX Credit Card on both credit reports it is showing late payments for the months ofXX/XX/XXXXandXX/XX/XXXX 
I was not late on those months.""

Extract the account_type_source:",credit_card
2007,"Your unauthorized derogatory marks have directly caused loan denials and increased interest rates across my accounts, resulting in documented financial damages. These negative entries violate the Fair Credit Reporting Act and must be immediately deleted from all three consumer reporting agencies.",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Your unauthorized derogatory marks have directly caused loan denials and increased interest rates across my accounts, resulting in documented financial damages. These negative entries violate the Fair Credit Reporting Act and must be immediately deleted from all three consumer reporting agencies.""

Extract the channel:",unknown
22,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.""

Extract the account_type_target:",none
790,On Several different occasions when using Cashapp funds were not refunded there was never an opportunity to speak with live person so money was lost,merchant,Cashapp,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""On Several different occasions when using Cashapp funds were not refunded there was never an opportunity to speak with live person so money was lost""

Extract the merchant:",Cashapp
1015,See the attached documents. I want the bureau to start investigating these accounts that I am never late for but are reporting me as late.,account_type_source,unknown,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""See the attached documents. I want the bureau to start investigating these accounts that I am never late for but are reporting me as late.""

Extract the account_type_source:",unknown
5825,Money removed from my account with out permission there were no customer support to contact for assistance,account_type_target,unknown,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Money removed from my account with out permission there were no customer support to contact for assistance""

Extract the account_type_target:",unknown
6444,"Take a look at the attached documents. I want the bureau to start an investigation into these accounts, as I am consistently on time, yet they are being reported as late.",transaction_type,other,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Take a look at the attached documents. I want the bureau to start an investigation into these accounts, as I am consistently on time, yet they are being reported as late.""

Extract the transaction_type:",other
1325,"I logged in to check my transunion credit report on XXXX XXXX and all of my inquiries were deleted, upon checking my credit report again on XXXX XXXX i see the inquiries have been added back to my report without my knowledge and has caused my score to drop.",merchant,TransUnion,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I logged in to check my transunion credit report on XXXX XXXX and all of my inquiries were deleted, upon checking my credit report again on XXXX XXXX i see the inquiries have been added back to my report without my knowledge and has caused my score to drop.""

Extract the merchant:",TransUnion
1585,Opened a checking account which had a {$200.00} signup bonus after a direct deposit. The terms of what qualified as a direct deposit were confusing and in fine print. I was not told that my direct deposit did not qualify until after the period to make one occurred.,account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Opened a checking account which had a {$200.00} signup bonus after a direct deposit. The terms of what qualified as a direct deposit were confusing and in fine print. I was not told that my direct deposit did not qualify until after the period to make one occurred.""

Extract the account_type_source:",checking
6005,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.""

Extract the account_type_source:",credit_card
6277,"PayPal closed my account for no reason and also with no explanations about the issue. 

Date of the suspension : XXXX Merchant ID XXXX",account_type_source,other,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""PayPal closed my account for no reason and also with no explanations about the issue. 

Date of the suspension : XXXX Merchant ID XXXX""

Extract the account_type_source:",other
5654,A khols credit card was open in my name and I was not aware and seen on my credit I contacted creditor and inform them but they refuse to take off even though I have documentation to show I was incarcerated at the time the account was open,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""A khols credit card was open in my name and I was not aware and seen on my credit I contacted creditor and inform them but they refuse to take off even though I have documentation to show I was incarcerated at the time the account was open""

Extract the channel:",online
275,This is absurd because I have consistently made timely payments on this account and have never been overdue.,transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""This is absurd because I have consistently made timely payments on this account and have never been overdue.""

Extract the transaction_type:",payment
767,The company has not credited the full chargeback amount of XXXX from XX/XX/XXXX paid to XXXX XXXX even though they have admitted that the company charged me the wrong amount and I have supplied them abundant evidence for chargeback reason code XXXX that the product or service was damaged.,transaction_type,chargeback,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""The company has not credited the full chargeback amount of XXXX from XX/XX/XXXX paid to XXXX XXXX even though they have admitted that the company charged me the wrong amount and I have supplied them abundant evidence for chargeback reason code XXXX that the product or service was damaged.""

Extract the transaction_type:",chargeback
5666,"XXXX, Experian and XXXX have all failed to update my XXXX XXXX XXXX XXXXXXXX XXXX credit card account monthly as required by law under the Fair Credit Reporting Act. This gross negligence on behalf the three major credit bureaus has adversely impacted my credit score and my financial health.",account_type_target,unknown,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""XXXX, Experian and XXXX have all failed to update my XXXX XXXX XXXX XXXXXXXX XXXX credit card account monthly as required by law under the Fair Credit Reporting Act. This gross negligence on behalf the three major credit bureaus has adversely impacted my credit score and my financial health.""

Extract the account_type_target:",unknown
143,The account was deleted by Equifax And XXXX because is from 2006 And more the 7 years has passed but the creditor reinstalled them with a different balance. But it is the same account .XXXX XXXX XXXX XXXX XXXX XXXX,direction,unknown,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""The account was deleted by Equifax And XXXX because is from 2006 And more the 7 years has passed but the creditor reinstalled them with a different balance. But it is the same account .XXXX XXXX XXXX XXXX XXXX XXXX""

Extract the direction:",unknown
1199,"Examine the attached documents. I want the bureau to initiate an investigation into these accounts, as I have never been late, yet they are reported as such.",direction,unknown,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""Examine the attached documents. I want the bureau to initiate an investigation into these accounts, as I have never been late, yet they are reported as such.""

Extract the direction:",unknown
1506,"I Have been a victim I have had someone use my identity with different names, addresses and information. I need this to be investigated and fix immediately XXXX  XX/XX/XXXX Balance : {$440.00} {$440.00} BRCLYSBANKDE XX/XX/XXXX Balance : {$16000.00} XXXXXXXX XXXX XXXX XX/XX/XXXX Balance : {$440.00}",direction,unknown,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I Have been a victim I have had someone use my identity with different names, addresses and information. I need this to be investigated and fix immediately XXXX  XX/XX/XXXX Balance : {$440.00} {$440.00} BRCLYSBANKDE XX/XX/XXXX Balance : {$16000.00} XXXXXXXX XXXX XXXX XX/XX/XXXX Balance : {$440.00}""

Extract the direction:",unknown
1401,The ending balance should have been {$55.00} instead of the current bal ending XX/XX/XXXX as two additional credits appeared before the ending of the statement. When I tried to contact him about it I was put on all and hung up on more than three times.,merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""The ending balance should have been {$55.00} instead of the current bal ending XX/XX/XXXX as two additional credits appeared before the ending of the statement. When I tried to contact him about it I was put on all and hung up on more than three times.""

Extract the merchant:",unknown
5248,Extended overdraft fees. Bank of America has been sued before for doing such things but still charge these fees to customers.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Extended overdraft fees. Bank of America has been sued before for doing such things but still charge these fees to customers.""

Extract the account_type_target:",none
572,On XXXX/XXXX/15 Capitol One Bank called me and said that someone opened a credit card in Florida on XXXX/XXXX/15. It was not me. The credit card was opened in Florida and I live in XXXX.,account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""On XXXX/XXXX/15 Capitol One Bank called me and said that someone opened a credit card in Florida on XXXX/XXXX/15. It was not me. The credit card was opened in Florida and I live in XXXX.""

Extract the account_type_source:",credit_card
5950,"I opened a secured account with {$400.00} I had the card for several years I had been informed multiple times when I close the account the {$400.00} would be returned, my closing balance is {$0.00} and they still haven't returned my money, it's been over a month",transaction_type,other,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I opened a secured account with {$400.00} I had the card for several years I had been informed multiple times when I close the account the {$400.00} would be returned, my closing balance is {$0.00} and they still haven't returned my money, it's been over a month""

Extract the transaction_type:",other
6026,upon checking my Equifax credit report i notice i have a fraudulent account on report i reach out to Equifax and they have not fixed the problem,merchant,Equifax,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""upon checking my Equifax credit report i notice i have a fraudulent account on report i reach out to Equifax and they have not fixed the problem""

Extract the merchant:",Equifax
4105,"Money stolen from Citibank account 2 times in a 3 day period through unauthorized ATM withdrawals. 
Bank failed to cancel ATM card after XXXX incident was reported. 
Bank has made me open at least XXXX separate investigations claiming system problems, to deny having an open investigation for the fraud.",transaction_type,cash_withdrawal,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Money stolen from Citibank account 2 times in a 3 day period through unauthorized ATM withdrawals. 
Bank failed to cancel ATM card after XXXX incident was reported. 
Bank has made me open at least XXXX separate investigations claiming system problems, to deny having an open investigation for the fraud.""

Extract the transaction_type:",cash_withdrawal
2806,Would get charged overdraft fees when money was in the acct. Took 3 days for a check to deposit and cause me to have late fees on my bills.,transaction_type,fee,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Would get charged overdraft fees when money was in the acct. Took 3 days for a check to deposit and cause me to have late fees on my bills.""

Extract the transaction_type:",fee
2103,According To 15 USC 16815-2 ( a ) ( 1 ) ( cp ) reporting information During Covid-19 in accurate information is violation of the law..I reach out Several Time Concerning This Matter,account_type_source,unknown,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""According To 15 USC 16815-2 ( a ) ( 1 ) ( cp ) reporting information During Covid-19 in accurate information is violation of the law..I reach out Several Time Concerning This Matter""

Extract the account_type_source:",unknown
6109,I never placed this order.,direction,unknown,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I never placed this order.""

Extract the direction:",unknown
3511,"I get paid every XXXX  ( Sometimes XXXX  ). I haven't received my money, as did many others with Capital One Bank. They still don't know when they can fix the problem. It's been way too long with little communication on what is going on.",merchant,Capital One Bank,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I get paid every XXXX  ( Sometimes XXXX  ). I haven't received my money, as did many others with Capital One Bank. They still don't know when they can fix the problem. It's been way too long with little communication on what is going on.""

Extract the merchant:",Capital One Bank
428,"I had the mortgage with XXXX XXXX XXXX, I had an agreement to pay extra money each month for the late balance, they sold my mortgage to Nationstar mortgage XXXX XXXX XXXX dint pass on the agreement and Nationstar want the all late balance at once.",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I had the mortgage with XXXX XXXX XXXX, I had an agreement to pay extra money each month for the late balance, they sold my mortgage to Nationstar mortgage XXXX XXXX XXXX dint pass on the agreement and Nationstar want the all late balance at once.""

Extract the channel:",online
527,"Spot loan is charging me 490 % interest rate please refer to my previous complaint XXXX, This is against the law in California I dont know why you close this this has not been solved.",merchant,Spot loan,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Spot loan is charging me 490 % interest rate please refer to my previous complaint XXXX, This is against the law in California I dont know why you close this this has not been solved.""

Extract the merchant:",Spot loan
1754,I want to Link a brokerage account to my PNC bank account but PNC won't allow it and keep directing back to the broker but its PNC bank not allowing the linking of accounts,account_type_target,checking,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I want to Link a brokerage account to my PNC bank account but PNC won't allow it and keep directing back to the broker but its PNC bank not allowing the linking of accounts""

Extract the account_type_target:",checking
718,I applied to a pre-qualified offer and was denied based on an invalid reason.,merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I applied to a pre-qualified offer and was denied based on an invalid reason.""

Extract the merchant:",unknown
1131,"I have disputed this with the XXXX credit bureaus Equifax, XXXX and Equifax. 
All XXXX credit reporting agents are reporting a balance on accounts that have been charged off. The balance should report as XXXX.",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I have disputed this with the XXXX credit bureaus Equifax, XXXX and Equifax. 
All XXXX credit reporting agents are reporting a balance on accounts that have been charged off. The balance should report as XXXX.""

Extract the channel:",online
1808,I made {$200.00} x2 {$400.00} charges om my credit card ending in XXXX then I issued a refund to the same card and paypal zettle can't find my money,transaction_type,purchase,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I made {$200.00} x2 {$400.00} charges om my credit card ending in XXXX then I issued a refund to the same card and paypal zettle can't find my money""

Extract the transaction_type:",purchase
5168,In XXXX XXXX XXXX Capital one reported a late payment on my credit statement this is a false report that is affecting my credit profile,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""In XXXX XXXX XXXX Capital one reported a late payment on my credit statement this is a false report that is affecting my credit profile""

Extract the direction:",outgoing
1123,I sent {$25.00} to XXXX on XX/XX/2020 XXXX XXXX XXXX. The recipient was unable to collect the money and Western Union refuses to refund me. No reason provided.,merchant,Western Union,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I sent {$25.00} to XXXX on XX/XX/2020 XXXX XXXX XXXX. The recipient was unable to collect the money and Western Union refuses to refund me. No reason provided.""

Extract the merchant:",Western Union
6180,"My name is XXXX XXXX, Citibank has now found disputed transactions in my favor, I have no access to my funds nor have I received a cashiers check for the remaining funds owed to me, I am requesting a cashiers check be made out to me immediately.",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""My name is XXXX XXXX, Citibank has now found disputed transactions in my favor, I have no access to my funds nor have I received a cashiers check for the remaining funds owed to me, I am requesting a cashiers check be made out to me immediately.""

Extract the channel:",unknown
5867,"BOA has not closed my account after multiple requests and continues to charge fees. Currently they have charged {$1.00} as a "" minimum payment due.",transaction_type,fee,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""BOA has not closed my account after multiple requests and continues to charge fees. Currently they have charged {$1.00} as a "" minimum payment due.""

Extract the transaction_type:",fee
312,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.""

Extract the account_type_target:",none
4261,When researching my credit due to divorce I discovered 2 judgments against me that I was never made aware of. I attempted to contact Midland Funding using the address on the judgments and the mail was returned undeliverable. These accounts are fraudulent due to identity theft.,transaction_type,other,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""When researching my credit due to divorce I discovered 2 judgments against me that I was never made aware of. I attempted to contact Midland Funding using the address on the judgments and the mail was returned undeliverable. These accounts are fraudulent due to identity theft.""

Extract the transaction_type:",other
2005,"My car was stolen. Inside of my car was my purse. My phone and my wallet..literally my whole life was stolen. I made a police report. My car was recovered in XXXX, Texas so sad.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""My car was stolen. Inside of my car was my purse. My phone and my wallet..literally my whole life was stolen. I made a police report. My car was recovered in XXXX, Texas so sad.""

Extract the account_type_target:",none
1809,On XX/XX/year> my capital one business checking account along with all my money just disappeared and capital one cant give me any info.,account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""On XX/XX/year> my capital one business checking account along with all my money just disappeared and capital one cant give me any info.""

Extract the account_type_source:",checking
5629,On XX/XX/2017 There was a cash advance in the amount of {$4500.00} taken from my credit card without authorization or without my presence of being there. The location where it was taken was US bank off XXXX XXXX XXXX in XXXX ca,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""On XX/XX/2017 There was a cash advance in the amount of {$4500.00} taken from my credit card without authorization or without my presence of being there. The location where it was taken was US bank off XXXX XXXX XXXX in XXXX ca""

Extract the direction:",outgoing
3140,"i XXXX my wife, XXXX XXXX ; it did not get posted I contacted Wells Fargo for the return of my funds they said they could not post for 2 days this is my money ; I want back immediately",transaction_type,transfer,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""i XXXX my wife, XXXX XXXX ; it did not get posted I contacted Wells Fargo for the return of my funds they said they could not post for 2 days this is my money ; I want back immediately""

Extract the transaction_type:",transfer
4326,I dont remember opening this card and after contacting the company they are refusing to close it! Im not sure if this company is even legit or is a fraud. Please help this 100 % XXXX veteran,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I dont remember opening this card and after contacting the company they are refusing to close it! Im not sure if this company is even legit or is a fraud. Please help this 100 % XXXX veteran""

Extract the account_type_target:",none
5306,Synchrony/PayPal took an authorized payment from my checking account after I filed Bankruptcy.I never authorized a payment nor was I on ACH.,merchant,Synchrony/PayPal,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Synchrony/PayPal took an authorized payment from my checking account after I filed Bankruptcy.I never authorized a payment nor was I on ACH.""

Extract the merchant:",Synchrony/PayPal
3453,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.""

Extract the merchant:",unknown
327,"XX/XX/2019, Called Capital one to try to remove late payment because it was wrongly reported. called on XX/XX/XXXX at XXXX XXXX REF call XXXX XXXX",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""XX/XX/2019, Called Capital one to try to remove late payment because it was wrongly reported. called on XX/XX/XXXX at XXXX XXXX REF call XXXX XXXX""

Extract the account_type_source:",credit_card
5926,Target acct # XXXX Closed XXXX/XXXX/14 still showing on my XXXX report. Need to be removed.,account_type_target,checking,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Target acct # XXXX Closed XXXX/XXXX/14 still showing on my XXXX report. Need to be removed.""

Extract the account_type_target:",checking
433,I accidentally sent {$1000.00} to the wrong person via Zelle. I never even had the opportunity to confirm the number. I tried to cancel the transfer but XXXX XXXX XXXXXXXX said it was too late.,channel,Zelle,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I accidentally sent {$1000.00} to the wrong person via Zelle. I never even had the opportunity to confirm the number. I tried to cancel the transfer but XXXX XXXX XXXXXXXX said it was too late.""

Extract the channel:",Zelle
5926,Target acct # XXXX Closed XXXX/XXXX/14 still showing on my XXXX report. Need to be removed.,merchant,Target,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Target acct # XXXX Closed XXXX/XXXX/14 still showing on my XXXX report. Need to be removed.""

Extract the merchant:",Target
3751,"Scammer requested XXXX on 2 separate occasions, which was sent. Figured out it was a scam. Requested back cancel the transaction or refund. Bank currently has it under investigation.",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Scammer requested XXXX on 2 separate occasions, which was sent. Figured out it was a scam. Requested back cancel the transaction or refund. Bank currently has it under investigation.""

Extract the channel:",unknown
4657,Statebridge Company has reported my account past due to credit reporting agencies and I have paid as agreed consistently. I have emailed them requesting a full accounting of all payment and interest and they have ignore my request and requested a payoff.,transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Statebridge Company has reported my account past due to credit reporting agencies and I have paid as agreed consistently. I have emailed them requesting a full accounting of all payment and interest and they have ignore my request and requested a payoff.""

Extract the transaction_type:",payment
1115,"XXXX inquiry XX/XX/XXXX XXXX still shows on my credit report. Can it be removed? 

XXXX inquiry XX/XX/2021 still shows on my credit card can it be removed? 
SYNCB/PayPal XXXX still shows on my credit report can it be removed please.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""XXXX inquiry XX/XX/XXXX XXXX still shows on my credit report. Can it be removed? 

XXXX inquiry XX/XX/2021 still shows on my credit card can it be removed? 
SYNCB/PayPal XXXX still shows on my credit report can it be removed please.""

Extract the account_type_target:",none
5733,US bank charges me interest when I an the balance off every month.there should be no interest charge like when I pay balance off on all other credit cards I ever had or have.they say the pay off balance is different.they are ridiculous,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""US bank charges me interest when I an the balance off every month.there should be no interest charge like when I pay balance off on all other credit cards I ever had or have.they say the pay off balance is different.they are ridiculous""

Extract the channel:",online
6021,"I was signing up for a capital one credit card and was instantly declined despite having good credit, gave me no reason and proceeded to do a hard credit check and add another hard equity onto my account despite being denied.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I was signing up for a capital one credit card and was instantly declined despite having good credit, gave me no reason and proceeded to do a hard credit check and add another hard equity onto my account despite being denied.""

Extract the account_type_source:",credit_card
5287,After trying to open up a credit card I find that I have a freeze on my credit reports.,account_type_source,unknown,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""After trying to open up a credit card I find that I have a freeze on my credit reports.""

Extract the account_type_source:",unknown
1353,"One Main Financial sales practices, I was informed that I could not get a loan unless I signed up for option products. I have been paying interest on loan for a significant amount of time.",direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""One Main Financial sales practices, I was informed that I could not get a loan unless I signed up for option products. I have been paying interest on loan for a significant amount of time.""

Extract the direction:",outgoing
5082,"This was supposed to be resolved through the prior complaint with this organization which i believe was XXXX I had my bank wire the agreed funds to Nationstar. Yesterday, i received a check back from nationstar in the amount i wired and an additional collection letter.",direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""This was supposed to be resolved through the prior complaint with this organization which i believe was XXXX I had my bank wire the agreed funds to Nationstar. Yesterday, i received a check back from nationstar in the amount i wired and an additional collection letter.""

Extract the direction:",outgoing
4043,signed up for XX/XX/XXXXwhich is XXXX XX/XX/XXXXXXXX XXXX in XXXXi did not want to go any further than that as it seemed scammy so i requested my account to be closed in XXXXXX/XX/XXXX as as of today they still refuse to close the account with my name on it.,direction,unknown,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""signed up for XX/XX/XXXXwhich is XXXX XX/XX/XXXXXXXX XXXX in XXXXi did not want to go any further than that as it seemed scammy so i requested my account to be closed in XXXXXX/XX/XXXX as as of today they still refuse to close the account with my name on it.""

Extract the direction:",unknown
